Zipcode,City,Area ID,Area Name,Crime Code,Crime Code Description,Date Occurred,Date Reported,DR #,Latitude,Longitude,Location,MO Code,Premise Code,Reporting District,Time Occurred,mo_descriptions,count_of_crime,charge_of_violations
90014,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-09-06,2010-09-07,100101428,34.0445,-118.2523,700 S  SPRING                       ST,0334 0421,102,0163,2130,"{'0334': 'Brandishes weapon', '0421': 'Threaten to kill'}",2,2
90013,los angeles,01,Central,647,THROWING OBJECT AT MOVING VEHICLE,2010-09-08,2010-09-08,100101429,34.0485,-118.2447,3RD,0400,101,0135,0930,{'0400': 'Force used'},1,1
90013,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-09-08,2010-09-09,100101435,34.0478,-118.2454,200    BOYD                         ST,,102,0138,1155,{'nan': 'Unknown code'},1,1
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-09-12,2010-09-12,100101438,34.0482,-118.2472,400 S  MAIN                         ST,0416 0429 2000,502,0144,1315,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '2000': 'Domestic violence'}",3,3
90012,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-09-12,2010-09-12,100101439,34.0588,-118.2458,GRAND,0329 1402,708,0112,2100,"{'0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",2,2
90015,los angeles,01,Central,310,BURGLARY,2010-09-13,2010-09-13,100101441,34.0375,-118.2700,1600 S  FIGUEROA                     ST,0344 1402 1609,203,0192,0250,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)', '1609': 'Smashed'}",3,3
90014,los angeles,01,Central,310,BURGLARY,2010-09-12,2010-09-13,100101442,34.0467,-118.2556,500 W  7TH                          ST,0344 1402 1607,210,0162,2300,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)', '1607': 'Pried'}",3,3
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-09-18,2010-09-18,100101451,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0416 1402,148,0166,0555,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2010-09-18,2010-09-19,100101453,34.0488,-118.2518,5TH,0416,109,0143,1325,{'0416': 'Hit-Hit w/ weapon'},1,1
90017,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-09-18,2010-09-18,100101454,34.0480,-118.2577,700 W  7TH                          ST,,404,0162,0540,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-09-17,2010-09-19,100101455,34.0460,-118.2509,200 W  6TH                          ST,0408 0416 0429 2000,502,0153,2300,"{'0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '2000': 'Domestic violence'}",4,4
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-09-23,2010-09-23,100101467,34.0408,-118.2428,800 E  6TH                          ST,0400 1402 2000,502,0158,2135,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)', '2000': 'Domestic violence'}",3,3
90013,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-09-24,2010-09-25,100101469,34.0467,-118.2427,BOYD,1300,101,0138,2045,{'1300': 'Vehicle involved'},1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-09-24,2010-09-25,100101471,34.0480,-118.2577,700 W  7TH                          ST,0325 9999,404,0162,1800,"{'0325': 'Took merchandise', '9999': 'Indistinctive MO'}",2,2
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-09-25,2010-09-25,100101476,34.0459,-118.2579,800 S  GRAND                        AV,0416 0429,108,0162,1535,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",2,2
90014,los angeles,01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2010-09-25,2010-09-25,100101477,34.0390,-118.2444,900 E  7TH                          ST,0400 1300 1310 2000,122,0158,1430,"{'0400': 'Force used', '1300': 'Vehicle involved', '1310': 'Victim in vehicle', '2000': 'Domestic violence'}",4,4
90014,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-09-28,2010-09-29,100101480,34.0431,-118.2536,8TH,0344 1606,101,0174,2220,"{'0344': 'Removes vict property', '1606': 'Open/unlocked'}",2,2
90014,los angeles,01,Central,813,CHILD ANNOYING (17YRS & UNDER),2010-10-02,2010-10-02,100101482,34.0452,-118.2534,7TH,0305 0400 0416,102,0153,1455,"{'0305': 'Attacks from rear', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",3,3
90079,los angeles,01,Central,210,ROBBERY,2010-10-04,2010-10-05,100101487,34.0488,-118.2483,4TH,0344 0431,210,0135,1950,"{'0344': 'Removes vict property', '0431': 'Sprayed with chemical'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-10-09,2010-10-09,100101490,34.0446,-118.2450,5TH,0416,101,0147,1455,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-10-10,2010-10-10,100101492,34.0408,-118.2511,800    MAPLE                        AV,0400 1218 2000 2004,102,0176,0040,"{'0400': 'Force used', '1218': 'Victim was Homeless/Transient', '2000': 'Domestic violence', '2004': 'Suspect is homeless/transient'}",4,4
90012,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-10-10,2010-10-10,100101496,34.0623,-118.2383,ALPINE,0400,101,0111,1130,{'0400': 'Force used'},1,1
90013,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-10-11,2010-10-11,100101498,34.0503,-118.2433,200 S  LOS ANGELES                  ST,0311 0329,738,0135,2030,"{'0311': 'Graffiti', '0329': 'Vandalized'}",2,2
90021,los angeles,01,Central,210,ROBBERY,2010-10-12,2010-10-13,100101499,34.0368,-118.2412,1300 E  7TH                          ST,0344,502,0158,2330,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-10-13,2010-10-13,100101500,34.0474,-118.2496,500 S  SPRING                       ST,0416 1243 2000,502,0154,1615,"{'0416': 'Hit-Hit w/ weapon', '1243': 'Co-habitants', '2000': 'Domestic violence'}",3,3
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-10-14,2010-10-15,100101513,34.0403,-118.2421,6TH                          ST,0416 1218,102,0158,1515,"{'0416': 'Hit-Hit w/ weapon', '1218': 'Victim was Homeless/Transient'}",2,2
90079,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-10-18,2010-10-18,100101520,34.0524,-118.2467,300 W  2ND                          ST,0416 1234,207,0133,0115,"{'0416': 'Hit-Hit w/ weapon', '1234': 'Bar Customer'}",2,2
90021,los angeles,01,Central,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2010-10-18,2010-10-18,100101521,34.0347,-118.2345,7TH,0400 0416 0429 0553 1257,102,0159,0600,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '0553': ""Suspect is Victim's Mother"", '1257': 'Victim is Newborn-5 years old'}",5,5
90013,los angeles,01,Central,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2010-10-19,2010-10-21,100101523,34.0484,-118.2339,100 N  VIGNES                       ST,0517,108,0129,1000,{'0517': 'Sadism/Sexual gratification obtained by infliction of physical or mental pain on others'},1,1
90014,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-10-20,2010-10-20,100101524,34.0488,-118.2518,HILL                         ST,0329,101,0142,0200,{'0329': 'Vandalized'},1,1
90017,los angeles,01,Central,310,BURGLARY,2010-10-19,2010-10-20,100101527,34.0509,-118.2585,600 S  FIGUEROA                     ST,0321 0329 0601 1607,123,0152,2100,"{'0321': 'Ransacked', '0329': 'Vandalized', '0601': 'Business', '1607': 'Pried'}",4,4
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-10-20,2010-10-20,100101528,34.0383,-118.2540,1000    MAPLE                        AV,1501,710,0185,1045,{'1501': 'Other MO (see rpt)'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-10-20,2010-10-20,100101529,34.0389,-118.2550,300 E  OLYMPIC                      BL,1501,210,0185,1045,{'1501': 'Other MO (see rpt)'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-10-21,2010-10-21,100101531,34.0390,-118.2444,7TH                          ST,,502,0158,0325,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-05-27,2010-10-21,100101534,34.0446,-118.2490,200 E  6TH                          ST,0914,726,0155,0830,{'0914': 'Other Felony'},1,1
90012,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-10-23,2010-10-23,100101536,34.0640,-118.2375,900 N  BROADWAY,0329,108,0118,0115,{'0329': 'Vandalized'},1,1
90012,los angeles,01,Central,310,BURGLARY,2010-10-24,2010-10-24,100101544,34.0559,-118.2296,700 E  CESAR E CHAVEZ               AV,0344 1609,210,0119,0230,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-10-25,2010-10-25,100101551,34.0407,-118.2468,7TH                          ST,,102,0157,2145,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-10-26,2010-10-26,100101552,34.0435,-118.2471,6TH,0411 0906 0907,102,0165,0100,"{'0411': 'Cut/stabbed', '0906': 'Gangs', '0907': 'Narcotics (Buy-Sell-Rip)'}",3,3
90014,los angeles,01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2010-10-29,2010-10-29,100101562,34.0460,-118.2509,200 W  6TH                          ST,0411 2000,502,0153,1935,"{'0411': 'Cut/stabbed', '2000': 'Domestic violence'}",2,2
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-10-30,2010-10-30,100101563,34.0482,-118.2472,100 W  4TH                          ST,0416,102,0144,0200,{'0416': 'Hit-Hit w/ weapon'},1,1
90017,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-10-29,2010-10-29,100101564,34.0450,-118.2640,800 W  OLYMPIC                      BL,,501,0171,2130,{'nan': 'Unknown code'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-10-30,2010-10-31,100101567,34.0598,-118.2485,FIGUEROA                     ST,0358 1307 1609,101,0122,2300,"{'0358': 'Forces Entry', '1307': 'Breaks window', '1609': 'Smashed'}",3,3
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-11-02,2010-11-03,100101571,34.0480,-118.2577,700 S  HOPE                         ST,0433 0907 1402,203,0162,2045,"{'0433': 'Makes victim kneel', '0907': 'Narcotics (Buy-Sell-Rip)', '1402': 'Evidence Booked (any crime)'}",3,3
90079,los angeles,01,Central,820,ORAL COPULATION,2010-11-02,2010-11-03,100101572,34.0510,-118.2480,300 W  3RD                          ST,0507,502,0134,1200,{'0507': 'Forced to orally copulate suspect'},1,1
90079,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-11-06,2010-11-06,100101586,34.0538,-118.2488,200 S  OLIVE                        ST,0416 2000,503,0132,0020,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90021,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-11-05,2010-11-07,100101587,34.0364,-118.2406,7TH,0411 0416 0444,503,0158,2045,"{'0411': 'Cut/stabbed', '0416': 'Hit-Hit w/ weapon', '0444': 'Pushed'}",3,3
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-09,2010-11-10,100101591,34.0545,-118.2499,200 S  GRAND                        AV,0416 1402,102,0132,1055,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90015,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-11-09,2010-11-09,100101592,34.0437,-118.2652,1100 S  FIGUEROA                     ST,0417,739,0181,0001,{'0417': 'Kicked'},1,1
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-11-09,2010-11-09,100101593,34.0467,-118.2556,7TH,0311 0329 1402,201,0162,2300,"{'0311': 'Graffiti', '0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",3,3
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-11-09,2010-11-11,100101594,34.0446,-118.2450,500    SAN JULIAN                   ST,0411,502,0156,1935,{'0411': 'Cut/stabbed'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-11-10,2010-11-11,100101598,34.0439,-118.2479,6TH,0411 0416 0429,102,0155,2035,"{'0411': 'Cut/stabbed', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",3,3
90014,los angeles,01,Central,623,BATTERY POLICE (SIMPLE),2010-11-10,2010-11-11,100101599,34.0423,-118.2452,6TH                          ST,0907 1212 1402,101,0156,1600,"{'0907': 'Narcotics (Buy-Sell-Rip)', '1212': 'LA Police Officer', '1402': 'Evidence Booked (any crime)'}",3,3
90014,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-11-11,2010-11-11,100101600,34.0419,-118.2485,700    WALL                         ST,0344 0601 2004,203,0176,0900,"{'0344': 'Removes vict property', '0601': 'Business', '2004': 'Suspect is homeless/transient'}",3,3
90013,los angeles,01,Central,110,CRIMINAL HOMICIDE,2010-11-14,2010-11-15,100101605,34.0435,-118.2427,500    CROCKER                      ST,0416 1218,102,0157,1245,"{'0416': 'Hit-Hit w/ weapon', '1218': 'Victim was Homeless/Transient'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-17,2010-11-17,100101607,34.0446,-118.2490,200 E  6TH                          ST,0416,102,0155,0335,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,943,CRUELTY TO ANIMALS,2010-11-15,2010-11-16,100101608,34.0481,-118.2507,300 W  5TH                          ST,,502,0153,1900,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,943,CRUELTY TO ANIMALS,2010-10-30,2010-11-16,100101609,34.0481,-118.2507,300 W  5TH                          ST,,502,0153,1200,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-11-17,2010-11-17,100101610,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0416,502,0166,0800,{'0416': 'Hit-Hit w/ weapon'},1,1
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-17,2010-11-18,100101611,34.0495,-118.2563,600 S  HOPE                         ST,0400,728,0152,1215,{'0400': 'Force used'},1,1
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-17,2010-11-17,100101612,34.0495,-118.2563,600 S  HOPE                         ST,0400,728,0152,1215,{'0400': 'Force used'},1,1
90021,los angeles,01,Central,210,ROBBERY,2010-11-17,2010-11-17,100101614,34.0390,-118.2400,CENTRAL,0416 1402,710,0158,1450,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2010-11-16,2010-11-16,100101615,34.0439,-118.2514,700 S  MAIN                         ST,0408 0419 1402 2000,502,0174,2100,"{'0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0419': 'Pulled victims hair', '1402': 'Evidence Booked (any crime)', '2000': 'Domestic violence'}",4,4
90012,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-11-18,2010-11-18,100101616,34.0635,-118.2426,700    ALPINE                       ST,0416 1810,502,0111,0440,"{'0416': 'Hit-Hit w/ weapon', '1810': 'Susp is/was roommate'}",2,2
90015,los angeles,01,Central,648,ARSON,2010-11-18,2010-11-18,100101618,34.0401,-118.2668,1300 S  FLOWER                       ST,0408 0416 1241 2000,502,0192,1630,"{'0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0416': 'Hit-Hit w/ weapon', '1241': 'Spouse', '2000': 'Domestic violence'}",4,4
90015,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-02,2010-01-02,100104080,34.0424,-118.2718,CHERRY,0344 1302,108,0181,1300,"{'0344': 'Removes vict property', '1302': ""Suspect forced way into victim's vehicle""}",2,2
90017,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-11-19,2010-11-19,100101621,34.0480,-118.2577,700 W  7TH                          ST,0325,404,0162,1530,{'0325': 'Took merchandise'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-11-21,2010-11-21,100101630,34.0481,-118.2507,500 S  BROADWAY,0325 0344 0400 0906 1300,201,0153,1704,"{'0325': 'Took merchandise', '0344': 'Removes vict property', '0400': 'Force used', '0906': 'Gangs', '1300': 'Vehicle involved'}",5,5
90071,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-23,2010-11-23,100101637,34.0509,-118.2551,700 W  5TH                          ST,2000,502,0142,2200,{'2000': 'Domestic violence'},1,1
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-24,2010-11-24,100101639,34.0450,-118.2640,800 W  OLYMPIC                      BL,0401,101,0171,2205,{'0401': 'Bit'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-11-25,2010-11-26,100101643,34.0461,-118.2476,5TH,0411,102,0145,2100,{'0411': 'Cut/stabbed'},1,1
90021,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-11-20,2010-11-27,100101646,34.0365,-118.2364,1300    WHOLESALE                    ST,0344 1602,203,0159,0001,"{'0344': 'Removes vict property', '1602': 'Cutting Tool'}",2,2
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-11-26,2010-11-27,100101649,34.0480,-118.2577,700 W  7TH                          ST,0344,405,0162,1730,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-11-27,2010-11-27,100101651,34.0454,-118.2657,FRANCISCO,0416,102,0171,0150,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,520,VEHICLE - ATTEMPT STOLEN,2010-11-27,2010-11-27,100101652,34.0446,-118.2490,6TH                          ST,2002,101,0154,0110,{'2002': 'Suspect intoxicated/drunk'},1,1
90079,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-11-27,2010-11-27,100101653,34.0489,-118.2453,3RD                          ST,0342 0416,102,0135,0220,"{'0342': 'Multi-susps overwhelm', '0416': 'Hit-Hit w/ weapon'}",2,2
90014,los angeles,01,Central,310,BURGLARY,2010-12-03,2010-12-03,100101669,34.0439,-118.2514,700 S  MAIN                         ST,0314 1606,501,0174,0025,"{'0314': 'Hot Prowl', '1606': 'Open/unlocked'}",2,2
90007,los angeles,01,Central,121,"RAPE, FORCIBLE",2010-12-02,2010-12-03,100101670,34.0209,-118.2784,HARBOR                       FY,0400 0500 0522,108,0192,1900,"{'0400': 'Force used', '0500': 'Sex related acts', '0522': 'Touched'}",3,3
90014,los angeles,01,Central,210,ROBBERY,2010-12-04,2010-12-04,100101672,34.0452,-118.2534,BROADWAY                     ST,0411 0400,102,0153,1920,"{'0411': 'Cut/stabbed', '0400': 'Force used'}",2,2
90015,los angeles,01,Central,441,THEFT PLAIN - ATTEMPT,2010-12-08,2010-12-08,100101677,34.0416,-118.2620,1100 S  GRAND                        AV,0344,108,0182,0800,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2010-12-10,2010-12-10,100101684,34.0480,-118.2577,700 W  7TH                          ST,0325 1402,404,0162,1610,"{'0325': 'Took merchandise', '1402': 'Evidence Booked (any crime)'}",2,2
90012,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-12-11,2010-12-11,100101685,34.0594,-118.2452,400 N  GRAND                        AV,0344,721,0111,1330,{'0344': 'Removes vict property'},1,1
90012,los angeles,01,Central,761,BRANDISH WEAPON,2010-12-12,2010-12-12,100101691,34.0581,-118.2371,ALAMEDA                      ST,0319 0400 0432 1402,101,0119,0100,"{'0319': 'Profanity Used', '0400': 'Force used', '0432': 'Intimidation', '1402': 'Evidence Booked (any crime)'}",4,4
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-12-12,2010-12-12,100101692,34.0467,-118.2556,700 S  OLIVE                        ST,0416 2000,503,0162,0100,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-12-12,2010-12-12,100101693,34.0416,-118.2584,1000 S  HILL                         ST,0416 0444 2000,101,0185,0230,"{'0416': 'Hit-Hit w/ weapon', '0444': 'Pushed', '2000': 'Domestic violence'}",3,3
90013,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-12-12,2010-12-12,100101694,34.0420,-118.2328,400    MATEO                        ST,0311 0329 1402,203,0159,0400,"{'0311': 'Graffiti', '0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",3,3
