house_price,zip_code,house_address,beds,baths,house_link
960000,90260,"4235 W 170th St, Lawndale, CA 90260",6,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Lawndale/4235-W-170th-St-90260/home/6558137
679900,91350,"20508 Charlie Ct, Saugus, CA 91350",4,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Santa-Clarita/20508-Charlie-Ct-91350/home/51585743
1850000,90077,"10498 Selkirk Ln, Los Angeles, CA 90077",3,2.75,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Los-Angeles/10498-Selkirk-Ln-90077/home/6832209
1595000,90046,"1245 N Ogden Dr, West Hollywood, CA 90046",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/West-Hollywood/1245-N-Ogden-Dr-90046/home/8106690
699000,91765,"23605 Maple Springs Dr, Diamond Bar, CA 91765",3,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Diamond-Bar/23605-Maple-Springs-Dr-91765/home/7873818
1299000,91367,"5963 Vista De La Luz, Woodland Hills, CA 91367",5,4,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Woodland-Hills/5963-Vista-De-La-Luz-91367/home/3153790
920000,90019,"5704 Airdrome St, Los Angeles, CA 90019",2,1.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Los-Angeles/5704-Airdrome-St-90019/home/6904075
2199000,90212,"277 S Spalding Dr #201, Beverly Hills, CA 90212",2,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Beverly-Hills/277-S-Spalding-Dr-90212/unit-201/home/6807582
925000,91601,"11435 Cumpston St, North Hollywood, CA 91601",2,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/North-Hollywood/11435-Cumpston-St-91601/home/5208758
419000,90806,"111 W Spring St Unit E, Long Beach, CA 90806",2,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-7/CA/Long-Beach/111-W-Spring-St-90806/unit-E/home/7571326
805000,90815,"5111 E 27th St, Long Beach, CA 90815",4,1.75,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Long-Beach/5111-E-27th-St-90815/home/7578905
6500,90024,"456 Warner Ave, Los Angeles, CA 90024",4,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Los-Angeles/456-Warner-Ave-90024/home/6826335
499000,90706,"17670 Sarentina Ct, Bellflower, CA 90706",2,2.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Bellflower/17670-Sarentina-Ct-90706/home/17138991
620000,91724,"342 N Bender Ave, Covina, CA 91724",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Covina/342-N-Bender-Ave-91724/home/7933876
9775000,90069,"1731 Rising Glen Rd, Los Angeles, CA 90069",4,4.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Los-Angeles/1731-Rising-Glen-Rd-90069/home/7122203
1100000,91401,"5922 Ranchito Ave, Valley Glen, CA 91401",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Van-Nuys/5922-Ranchito-Ave-91401/home/4702960
465000,91321,"25226 Vermont Dr, Newhall, CA 91321",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Santa-Clarita/25226-Vermont-Dr-91321/home/6003377
719500,91335,"6416 Lindley Ave, Reseda, CA 91335",4,2.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Reseda/6416-Lindley-Ave-91335/home/3825067
359000,91355,"24141 Del Monte Dr #250, Valencia, CA 91355",1,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Santa-Clarita/24141-W-Del-Monte-Dr-91355/unit-250/home/6075287
749900,90026,"258 N Benton Way, Los Angeles, CA 90026",2,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Los-Angeles/258-N-Benton-Way-90026/home/6935879
775000,91765,"3637 Crooked Creek Dr, Diamond Bar, CA 91765",4,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Diamond-Bar/3637-Crooked-Creek-Dr-91765/home/8064904
285000,93552,"36813 Doheny Ln, Lancaster, CA 93552",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Palmdale/36813-Doheny-Ln-93552/home/6206329
869000,91042,"6564 Elmhurst Dr, Tujunga, CA 91042",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Tujunga/6564-Elmhurst-Dr-91042/home/5546161
20000,93536,"Ave E-8, Lancaster, CA 93536",0,—Baths,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Lancaster/Ave-E-8-93536/home/142718981
549900,90260,"14800 Mansel Ave, Lawndale, CA 90260",2,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Lawndale/14800-Mansel-Ave-90260/home/6565012
930000,90501,"2314 W 236th Pl, Torrance, CA 90501",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Torrance/2314-W-236th-Pl-90501/home/7660261
2799000,90035,"8546 Cashio St, Los Angeles, CA 90035",10,6,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Los-Angeles/8546-Cashio-St-90035/home/6787997
10250000,90292,"4701 Ocean Front Walk St, Marina Del Rey, CA 90292",6,6,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Marina-Del-Rey/4701-Ocean-Front-Walk-90292/home/144766649
1375000,90260,"4723 W 173rd St, Lawndale, CA 90260",8,4,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Lawndale/4723-W-173rd-St-90260/home/6570612
1225000,90045,"8121 Holy Cross Pl, Westchester, CA 90045",4,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-8/CA/Los-Angeles/8121-Holy-Cross-Pl-90045/home/6619732
795000,90260,"4741 W 173rd St, Lawndale, CA 90260",4,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Lawndale/4741-W-173rd-St-90260/home/6570629
1990000,91107,"308 Virginia Ave, Pasadena, CA 91107",6,4,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Pasadena/308-Virginia-Ave-91107/home/7213084
428000,91789,"855 Silver Fir Rd, Diamond Bar, CA 91789",3,1.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Walnut/855-Silver-Fir-Rd-91789/home/8067589
1399950,91356,"5818 Calvin Ave, Tarzana, CA 91356",6,4,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Tarzana/5818-Calvin-Ave-91356/home/4042430
997000,90278,"2013 Speyer Ln Unit B, Redondo Beach, CA 90278",4,2.75,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Redondo-Beach/2013-Speyer-Ln-90278/unit-B/home/6698164
980000,90042,"1025 N Avenue 54, Los Angeles, CA 90042",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Los-Angeles/1025-N-Ave-54-90042/home/7082589
1139000,90042,"5212 Buchanan St, Highland Park, CA 90042",3,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Los-Angeles/5212-Buchanan-St-90042/home/7082632
989000,91367,"5622 Royer Ave, Woodland Hills, CA 91367",4,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Woodland-Hills/5622-Royer-Ave-91367/home/3238081
1399000,91423,"13945 Addison St, Sherman Oaks, CA 91423",4,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Sherman-Oaks/13945-Addison-St-91423/home/4849324
744900,90713,"4903 Palo Verde Ave, Lakewood, CA 90713",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Lakewood/4903-Palo-Verde-Ave-90713/home/7555834
650000,90723,"15316 Georgia Ave, Paramount, CA 90723",6,6,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Paramount/15316-Georgia-Ave-90723/home/7408844
639000,91010,"2523 California Ave, Duarte, CA 91010",4,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Duarte/2523-S-California-Ave-91010/home/7978237
36000,91040,"10711 Sherman rove Ave #22, Sunland, CA 91040",1,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Shadow-Hills/10711-Sherman-Grove-Ave-91040/unit-22/home/172330533
1200000,90275,"27012 Woodbrook Rd, Rancho Palos Verdes, CA 90275",4,1.75,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Rancho-Palos-Verdes/27012-Woodbrook-Rd-90275/home/7743425
365000,91355,"23731 Del Monte Dr #182, Santa Clarita, CA 91355",2,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Santa-Clarita/23731-W-Del-Monte-Dr-91355/unit-182/home/6071494
629000,91755,"528 Everett Ave, Monterey Park, CA 91755",2,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Monterey-Park/528-Everett-Ave-91755/home/6974303
479000,91405,"13951 Sherman Way #207, Van Nuys, CA 91405",2,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Van-Nuys/13951-Sherman-Way-91405/unit-207/home/17138986
779999,91214,"3726 Santa Carlotta St St, La Crescenta, CA 91214",3,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Glendale/3726-Santa-Carlotta-St-91214/home/7138709
485000,90242,"13409 Klondike Ave, Downey, CA 90242",2,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/Downey/13409-Klondike-Ave-90242/home/7407189
575000,90638,"14544 Jalisco Rd, La Mirada, CA 90638",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-9/CA/La-Mirada/14544-Jalisco-Rd-90638/home/7792678
405000,93550,"38711 E 37th St E, Palmdale, CA 93550",5,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Palmdale/38711-37th-St-E-93550/home/8110464
360000,90640,"1630 Neil Armstrong St #217, Montebello, CA 90640",2,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Montebello/1630-Neil-Armstrong-St-90640/unit-217/home/6985815
289000,90813,"901 Linden Ave #23, Long Beach, CA 90813",1,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Long-Beach/901-Linden-Ave-90813/unit-23/home/7616766
599000,90247,"1249 W 139th St #105, Gardena, CA 90247",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Gardena/1249-139th-St-90247/unit-105/home/79039320
575000,90241,"9123 Via Amorita, Downey, CA 90241",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Downey/9123-Via-Amorita-90241/home/7416112
440000,90810,"3516 Denver Ave, Long Beach, CA 90810",2,1,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Long-Beach/3516-Denver-Ave-90810/home/7626511
1191780,91780,"6427 Golden West Ave, Temple City, CA 91780",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Temple-City/6427-W-Golden-Ave-91780/home/7045320
575000,91789,"20767 E Crest Ln Unit B, Diamond Bar, CA 91789",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Walnut/20767-E-Crest-Ln-91789/unit-B/home/8089435
550000,91791,"2003 E GARVEY Ave N, West Covina, CA 91791",4,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/West-Covina/2003-E-Garvey-Ave-N-91791/home/8140071
479950,90002,"1525 E 99th, Los Angeles, CA 90002",3,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Los-Angeles/1525-E-99th-St-90002/home/172330429
560000,90810,"1805 W Lincoln St, Long Beach, CA 90810",3,2.75,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Long-Beach/1805-W-Lincoln-St-90810/home/7629970
310000,91706,"4160 La Rica Ave #5, Baldwin Park, CA 91706",2,1.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Baldwin-Park/4160-La-Rica-Ave-91706/unit-5/home/7982814
1100000,90041,"5208 Loleta Ave, Eagle Rock, CA 90041",3,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Los-Angeles/5208-Loleta-Ave-90041/home/7180434
479950,90002,"1523 E 99th St, Los Angeles, CA 90002",3,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Los-Angeles/1523-E-99th-St-90002/home/7301105
1089000,91001,"2120 Roosevelt Ave, Altadena, CA 91001",3,1.75,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Altadena/2120-N-Roosevelt-Ave-91001/home/7265920
749900,91307,"23029 Runnymede St, West Hills, CA 91307",4,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/West-Hills/23029-Runnymede-St-91307/home/3067669
469000,91355,"25841 Mcbean Pkwy #2, Valencia, CA 91355",2,2,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Santa-Clarita/25841-McBean-Pkwy-91355/unit-2/home/6071926
675000,91354,"23711 Falcon Crest Pl, Valencia, CA 91354",4,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Santa-Clarita/23711-Falcon-Crest-Pl-91354/home/5946457
849000,90019,"970 S St Andrews Pl #306, Los Angeles, CA 90019",3,3,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Los-Angeles/970-S-St-Andrews-Pl-90019/unit-306/home/28904294
4250000,90210,"9645 Highridge Dr, Beverly Hills, CA 90210",4,4.5,https://www.redfin.com/county/321/CA/Los-Angeles-County/Page-10/CA/Beverly-Hills/9645-Highridge-Dr-90210/home/6833450
