ID,zip_code,mo_code,mo_description,charge_of_violations,date_occurred,date_reported,area_name,latitude,longitude
198,90013,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-06-03,2010-06-04,Central,34.0442,-118.2439
199,90012,0400 0416 2000,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",3,2010-06-04,2010-06-04,Central,34.0668,-118.2301
200,90012,0360 0416 0602 1202,"{'0360': 'Suspect is Other Family Member', '0416': 'Hit-Hit w/ weapon', '0602': 'Family', '1202': 'Aged (60 & over) or blind/crippled/unable to care for self'}",4,2010-06-04,2010-06-04,Central,34.0652,-118.2468
201,90014,0416 2000,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2010-06-04,2010-06-04,Central,34.0481,-118.2542
202,90017,0344 1606,"{'0344': 'Removes vict property', '1606': 'Open/unlocked'}",2,2010-05-15,2010-06-05,Central,34.0444,-118.2628
203,90017,0344 1606,"{'0344': 'Removes vict property', '1606': 'Open/unlocked'}",2,2010-05-12,2010-06-05,Central,34.0444,-118.2628
204,90014,0315 0325 0344,"{'0315': 'Jumped counter/goes behind counter', '0325': 'Took merchandise', '0344': 'Removes vict property'}",3,2010-06-06,2010-06-07,Central,34.0467,-118.2520
205,90014,0416 0417,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",2,2010-06-06,2010-06-07,Central,34.0428,-118.2461
206,90079,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-06-07,2010-06-07,Central,34.0532,-118.2425
207,90014,0104 0325,"{'0104': 'Customer', '0325': 'Took merchandise'}",2,2010-06-07,2010-06-07,Central,34.0452,-118.2534
208,90021,0411 1402,"{'0411': 'Cut/stabbed', '1402': 'Evidence Booked (any crime)'}",2,2010-06-08,2010-06-08,Central,34.0382,-118.2384
209,90014,0411 1402,"{'0411': 'Cut/stabbed', '1402': 'Evidence Booked (any crime)'}",2,2010-06-08,2010-06-08,Central,34.0439,-118.2479
210,90014,0400,{'0400': 'Force used'},1,2010-06-10,2010-06-10,Central,34.0378,-118.2561
211,90013,0416 1402,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2010-06-10,2010-06-10,Central,34.0480,-118.2438
212,90013,0416 0429,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",2,2010-06-10,2010-06-10,Central,34.0455,-118.2381
213,90079,0411,{'0411': 'Cut/stabbed'},1,2010-06-11,2010-06-11,Central,34.0549,-118.2426
214,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-06-12,2010-06-12,Central,34.0467,-118.2520
215,90014,0400 2000,"{'0400': 'Force used', '2000': 'Domestic violence'}",2,2010-06-12,2010-06-12,Central,34.0404,-118.2504
216,90021,0319 0400 1402,"{'0319': 'Profanity Used', '0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",3,2010-06-12,2010-06-12,Central,34.0377,-118.2425
217,90014,0344 0358 1609,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1609': 'Smashed'}",3,2010-06-12,2010-06-13,Central,34.0394,-118.2496
218,90014,0416 2000,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2010-06-03,2010-06-13,Central,34.0412,-118.2474
219,90012,0400,{'0400': 'Force used'},1,2010-06-14,2010-06-14,Central,34.0566,-118.2319
220,90012,,{'nan': 'Unknown code'},1,2010-06-14,2010-06-14,Central,34.0566,-118.2319
221,90014,0344 1251 1307,"{'0344': 'Removes vict property', '1251': 'Victim was a student', '1307': 'Breaks window'}",3,2010-06-14,2010-06-14,Central,34.0459,-118.2545
222,90014,0400,{'0400': 'Force used'},1,2010-06-15,2010-06-16,Central,34.0446,-118.2450
223,90014,0400 2000,"{'0400': 'Force used', '2000': 'Domestic violence'}",2,2010-06-11,2010-06-15,Central,34.0423,-118.2452
224,90015,,{'nan': 'Unknown code'},1,2010-06-16,2010-06-17,Central,34.0354,-118.2714
225,90015,0311 0329 1402,"{'0311': 'Graffiti', '0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",3,2010-06-16,2010-06-17,Central,34.0379,-118.2682
226,90015,0305 0344 0346 0906,"{'0305': 'Attacks from rear', '0344': 'Removes vict property', '0346': 'Snatch property and runs', '0906': 'Gangs'}",4,2010-06-17,2010-06-17,Central,34.0401,-118.2668
227,90015,1300,{'1300': 'Vehicle involved'},1,2010-06-17,2010-06-17,Central,34.0370,-118.2688
228,90015,0344 1605,"{'0344': 'Removes vict property', '1605': 'Lock slip/key/pick'}",2,2010-06-17,2010-06-18,Central,34.0437,-118.2652
229,90017,0329,{'0329': 'Vandalized'},1,2010-06-17,2010-06-17,Central,34.0444,-118.2628
230,90017,,{'nan': 'Unknown code'},1,2010-06-17,2010-06-17,Central,34.0444,-118.2628
231,90015,0329,{'0329': 'Vandalized'},1,2010-06-17,2010-06-17,Central,34.0409,-118.2609
232,90015,0329 1300 1402,"{'0329': 'Vandalized', '1300': 'Vehicle involved', '1402': 'Evidence Booked (any crime)'}",3,2010-06-17,2010-06-19,Central,34.0359,-118.2648
233,90015,0329 1300,"{'0329': 'Vandalized', '1300': 'Vehicle involved'}",2,2010-06-17,2010-06-19,Central,34.0353,-118.2698
234,90014,0411,{'0411': 'Cut/stabbed'},1,2010-06-19,2010-06-19,Central,34.0412,-118.2436
235,90031,0416 2000,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2010-06-21,2010-06-21,Central,34.0710,-118.2302
236,90014,0329,{'0329': 'Vandalized'},1,2010-06-22,2010-06-22,Central,34.0474,-118.2531
237,90017,0329,{'0329': 'Vandalized'},1,2010-06-17,2010-06-23,Central,34.0458,-118.2614
238,90017,0416 0417 0429,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground'}",3,2010-06-22,2010-06-22,Central,34.0488,-118.2553
239,90014,0344 0416,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon'}",2,2010-06-23,2010-06-23,Central,34.0452,-118.2569
240,90071,0302 0337 0344 0400 1300 1402,"{'0302': 'Aimed gun', '0337': 'Demands money', '0344': 'Removes vict property', '0400': 'Force used', '1300': 'Vehicle involved', '1402': 'Evidence Booked (any crime)'}",6,2010-06-24,2010-06-24,Central,34.0544,-118.2535
241,90012,0400,{'0400': 'Force used'},1,2010-06-24,2010-06-24,Central,34.0626,-118.2433
242,90014,0416 1212,"{'0416': 'Hit-Hit w/ weapon', '1212': 'LA Police Officer'}",2,2010-06-24,2010-06-24,Central,34.0346,-118.2572
243,90015,0416 1241 2000,"{'0416': 'Hit-Hit w/ weapon', '1241': 'Spouse', '2000': 'Domestic violence'}",3,2010-06-25,2010-06-25,Central,34.0416,-118.2620
244,90014,0319 0400 0500 0522,"{'0319': 'Profanity Used', '0400': 'Force used', '0500': 'Sex related acts', '0522': 'Touched'}",4,2010-06-25,2010-06-26,Central,34.0474,-118.2496
245,90012,0416 1243 2000,"{'0416': 'Hit-Hit w/ weapon', '1243': 'Co-habitants', '2000': 'Domestic violence'}",3,2010-06-26,2010-06-26,Central,34.0563,-118.2374
246,90014,,{'nan': 'Unknown code'},1,2010-06-27,2010-06-27,Central,34.0389,-118.2550
247,90015,1501,{'1501': 'Other MO (see rpt)'},1,2010-06-28,2010-06-28,Central,34.0372,-118.2654
248,90014,0305 0337 0344 0416 0429,"{'0305': 'Attacks from rear', '0337': 'Demands money', '0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",5,2010-06-28,2010-06-28,Central,34.0488,-118.2518
249,90015,0416 1300,"{'0416': 'Hit-Hit w/ weapon', '1300': 'Vehicle involved'}",2,2010-06-29,2010-06-29,Central,34.0340,-118.2651
250,90015,0416 1217 1251 1300,"{'0416': 'Hit-Hit w/ weapon', '1217': ""Teenager(Use if victim's age is unknown)"", '1251': 'Victim was a student', '1300': 'Vehicle involved'}",4,2010-06-29,2010-06-29,Central,34.0340,-118.2651
251,90079,0344 1606,"{'0344': 'Removes vict property', '1606': 'Open/unlocked'}",2,2010-06-28,2010-06-29,Central,34.0482,-118.2472
252,90079,0344,{'0344': 'Removes vict property'},1,2010-06-29,2010-06-29,Central,34.0495,-118.2494
253,90013,0400 0408 0416 2000,"{'0400': 'Force used', '0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",4,2010-06-30,2010-07-01,Central,34.0416,-118.2398
254,90014,0305 0344 0416 0429,"{'0305': 'Attacks from rear', '0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",4,2010-07-02,2010-07-02,Central,34.0449,-118.2458
255,90014,0305 0411 0906,"{'0305': 'Attacks from rear', '0411': 'Cut/stabbed', '0906': 'Gangs'}",3,2010-07-03,2010-07-03,Central,34.0423,-118.2452
256,90017,1501,{'1501': 'Other MO (see rpt)'},1,2010-07-04,2010-07-04,Central,34.0450,-118.2640
257,90013,0400 2000,"{'0400': 'Force used', '2000': 'Domestic violence'}",2,2010-07-04,2010-07-05,Central,34.0450,-118.2435
258,90071,2000,{'2000': 'Domestic violence'},1,2010-07-05,2010-07-05,Central,34.0503,-118.2504
259,90071,0400 0416 0429,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",3,2010-07-05,2010-07-05,Central,34.0503,-118.2504
260,90017,0305 0334 0344 0411 1206,"{'0305': 'Attacks from rear', '0334': 'Brandishes weapon', '0344': 'Removes vict property', '0411': 'Cut/stabbed', '1206': 'Under influence drugs/liquor'}",5,2010-07-05,2010-07-05,Central,34.0487,-118.2588
261,90012,0344 0358 1251 1307 1402 1609,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1251': 'Victim was a student', '1307': 'Breaks window', '1402': 'Evidence Booked (any crime)', '1609': 'Smashed'}",6,2010-07-06,2010-07-06,Central,34.0639,-118.2446
262,90014,0344 0411,"{'0344': 'Removes vict property', '0411': 'Cut/stabbed'}",2,2010-07-07,2010-07-07,Central,34.0407,-118.2468
263,90014,0416 0429 1402,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '1402': 'Evidence Booked (any crime)'}",3,2010-07-08,2010-07-08,Central,34.0467,-118.2485
264,90079,0334 0400 1402,"{'0334': 'Brandishes weapon', '0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",3,2010-07-08,2010-07-08,Central,34.0482,-118.2472
265,90014,0416 2000,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2010-07-09,2010-07-09,Central,34.0430,-118.2571
266,90015,1402,{'1402': 'Evidence Booked (any crime)'},1,2010-07-10,2010-07-10,Central,34.0457,-118.2665
267,90013,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-07-10,2010-07-10,Central,34.0454,-118.2422
268,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-07-11,2010-07-11,Central,34.0455,-118.2452
269,90014,0400 1402,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",2,2010-07-12,2010-07-12,Central,34.0452,-118.2569
270,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-07-12,2010-07-12,Central,34.0446,-118.2450
271,90071,0329 1300,"{'0329': 'Vandalized', '1300': 'Vehicle involved'}",2,2010-07-12,2010-07-12,Central,34.0571,-118.2509
272,90012,0400 0416 1212 1402,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '1212': 'LA Police Officer', '1402': 'Evidence Booked (any crime)'}",4,2010-07-13,2010-07-13,Central,34.0650,-118.2384
273,90013,0344 0400 0416,"{'0344': 'Removes vict property', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",3,2010-07-13,2010-07-13,Central,34.0450,-118.2435
274,90017,1402,{'1402': 'Evidence Booked (any crime)'},1,2010-07-14,2010-07-14,Central,34.0480,-118.2577
275,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-07-14,2010-07-15,Central,34.0452,-118.2569
276,90014,0906 1212 1402,"{'0906': 'Gangs', '1212': 'LA Police Officer', '1402': 'Evidence Booked (any crime)'}",3,2010-07-15,2010-07-15,Central,34.0439,-118.2514
277,90014,0417 1212,"{'0417': 'Kicked', '1212': 'LA Police Officer'}",2,2010-07-15,2010-07-15,Central,34.0435,-118.2471
278,90014,0416 1212,"{'0416': 'Hit-Hit w/ weapon', '1212': 'LA Police Officer'}",2,2010-07-15,2010-07-15,Central,34.0435,-118.2471
279,90014,0400 0416 1212,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '1212': 'LA Police Officer'}",3,2010-07-15,2010-07-15,Central,34.0435,-118.2471
280,90014,0344 0416 0429,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",3,2010-07-15,2010-07-15,Central,34.0398,-118.2413
281,90014,0400,{'0400': 'Force used'},1,2010-07-15,2010-07-15,Central,34.0445,-118.2558
282,90017,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-07-16,2010-07-16,Central,34.0480,-118.2560
283,90013,0416 1402,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2010-07-16,2010-07-16,Central,34.0435,-118.2427
284,90014,0400 0416 0417 0429 1402,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground', '1402': 'Evidence Booked (any crime)'}",5,2010-07-16,2010-07-16,Central,34.0428,-118.2461
285,90014,0329,{'0329': 'Vandalized'},1,2010-07-17,2010-07-17,Central,34.0467,-118.2556
286,90014,0432 2000,"{'0432': 'Intimidation', '2000': 'Domestic violence'}",2,2010-07-17,2010-07-17,Central,34.0446,-118.2450
287,90014,0337 0344 1402,"{'0337': 'Demands money', '0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",3,2010-07-18,2010-07-18,Central,34.0467,-118.2556
288,90014,0416 1402 2000,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)', '2000': 'Domestic violence'}",3,2010-07-18,2010-07-18,Central,34.0412,-118.2474
289,90012,0302 0344 0400,"{'0302': 'Aimed gun', '0344': 'Removes vict property', '0400': 'Force used'}",3,2010-07-18,2010-07-18,Central,34.0640,-118.2375
290,90017,0344 0416 0417 0429,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground'}",4,2010-07-18,2010-07-21,Central,34.0450,-118.2640
291,90026,0344 0416 0601 0906 0917,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0601': 'Business', '0906': 'Gangs', '0917': ""Victim's Employment""}",5,2010-07-19,2010-07-19,Central,34.0717,-118.2493
292,90015,0334 0337 0344 0416 1402,"{'0334': 'Brandishes weapon', '0337': 'Demands money', '0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",5,2010-07-19,2010-07-19,Central,34.0437,-118.2652
293,90013,0329 1300,"{'0329': 'Vandalized', '1300': 'Vehicle involved'}",2,2010-07-21,2010-07-21,Central,34.0426,-118.2412
294,90014,0344 0400 1100,"{'0344': 'Removes vict property', '0400': 'Force used', '1100': 'Shots Fired'}",3,2010-07-19,2010-07-22,Central,34.0437,-118.2455
295,90014,0344 0400,"{'0344': 'Removes vict property', '0400': 'Force used'}",2,2010-07-15,2010-07-22,Central,34.0446,-118.2450
296,90017,0344 0601 2004,"{'0344': 'Removes vict property', '0601': 'Business', '2004': 'Suspect is homeless/transient'}",3,2010-07-22,2010-07-22,Central,34.0473,-118.2566
297,90015,0319 0416,"{'0319': 'Profanity Used', '0416': 'Hit-Hit w/ weapon'}",2,2010-07-24,2010-07-24,Central,34.0342,-118.2636
298,90015,1402,{'1402': 'Evidence Booked (any crime)'},1,2010-07-25,2010-07-25,Central,34.0383,-118.2633
299,90013,0552,"{'0552': ""Suspect is Victim's Father""}",1,2010-07-27,2010-07-28,Central,34.0442,-118.2439
300,90012,0522 0906 1402,"{'0522': 'Touched', '0906': 'Gangs', '1402': 'Evidence Booked (any crime)'}",3,2010-07-24,2010-07-29,Central,34.0589,-118.2412
301,90017,0527,{'0527': 'Actual Intercourse'},1,2010-07-29,2010-07-30,Central,34.0480,-118.2577
302,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-07-29,2010-07-29,Central,34.0387,-118.2488
303,90014,0344 0416 0417 0906,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0906': 'Gangs'}",4,2010-07-30,2010-07-30,Central,34.0423,-118.2452
304,90012,0329,{'0329': 'Vandalized'},1,2010-08-01,2010-08-01,Central,34.0673,-118.2499
305,90014,0400 0416 0429,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",3,2010-08-01,2010-08-01,Central,34.0467,-118.2556
306,90012,0400,{'0400': 'Force used'},1,2010-08-01,2010-08-01,Central,34.0583,-118.2378
307,90017,0344,{'0344': 'Removes vict property'},1,2010-08-01,2010-08-01,Central,34.0480,-118.2577
308,90071,1100 1402,"{'1100': 'Shots Fired', '1402': 'Evidence Booked (any crime)'}",2,2010-07-31,2010-08-02,Central,34.0535,-118.2560
309,90017,0344,{'0344': 'Removes vict property'},1,2010-07-30,2010-08-01,Central,34.0480,-118.2577
310,90014,1212,{'1212': 'LA Police Officer'},1,2010-08-05,2010-08-05,Central,34.0363,-118.2573
311,90014,0329,{'0329': 'Vandalized'},1,2010-08-05,2010-08-06,Central,34.0454,-118.2466
312,90015,0302 0337 0344 0400,"{'0302': 'Aimed gun', '0337': 'Demands money', '0344': 'Removes vict property', '0400': 'Force used'}",4,2010-08-06,2010-08-06,Central,34.0331,-118.2599
313,90012,1402,{'1402': 'Evidence Booked (any crime)'},1,2010-07-27,2010-08-07,Central,34.0563,-118.2374
314,90014,0344 1307 1609,"{'0344': 'Removes vict property', '1307': 'Breaks window', '1609': 'Smashed'}",3,2010-08-06,2010-08-07,Central,34.0413,-118.2517
315,90014,0324,{'0324': 'Takes money from register'},1,2010-08-06,2010-08-07,Central,34.0413,-118.2517
316,90031,1300 1302,"{'1300': 'Vehicle involved', '1302': ""Suspect forced way into victim's vehicle""}",2,2010-08-07,2010-08-07,Central,34.0710,-118.2302
317,90014,0344 1402,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2010-08-11,2010-08-11,Central,34.0412,-118.2474
318,90014,0103 0319 0373 0416 0417 1212 1218 1402 2002,"{'0103': 'Crippled', '0319': 'Profanity Used', '0373': 'Handicapped/in wheelchair', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '1212': 'LA Police Officer', '1218': 'Victim was Homeless/Transient', '1402': 'Evidence Booked (any crime)', '2002': 'Suspect intoxicated/drunk'}",9,2010-08-11,2010-08-12,Central,34.0423,-118.2452
319,90017,0325,{'0325': 'Took merchandise'},1,2010-08-11,2010-08-12,Central,34.0480,-118.2577
320,90014,0321 1402 1606,"{'0321': 'Ransacked', '1402': 'Evidence Booked (any crime)', '1606': 'Open/unlocked'}",3,2010-08-14,2010-08-14,Central,34.0438,-118.2547
321,90014,0400 0417 1402,"{'0400': 'Force used', '0417': 'Kicked', '1402': 'Evidence Booked (any crime)'}",3,2010-08-15,2010-08-15,Central,34.0394,-118.2496
322,90017,0344 0346,"{'0344': 'Removes vict property', '0346': 'Snatch property and runs'}",2,2010-08-15,2010-08-15,Central,34.0451,-118.2604
323,90012,0400,{'0400': 'Force used'},1,2010-08-15,2010-08-15,Central,34.0655,-118.2387
324,90014,0416 2000,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2010-08-15,2010-08-15,Central,34.0454,-118.2466
325,90014,0416 2000,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2010-08-15,2010-08-15,Central,34.0454,-118.2466
326,90017,0329,{'0329': 'Vandalized'},1,2010-08-16,2010-08-16,Central,34.0473,-118.2601
327,90014,0416 0906 2000,"{'0416': 'Hit-Hit w/ weapon', '0906': 'Gangs', '2000': 'Domestic violence'}",3,2010-08-17,2010-08-18,Central,34.0446,-118.2450
328,90021,0334 0906 1402,"{'0334': 'Brandishes weapon', '0906': 'Gangs', '1402': 'Evidence Booked (any crime)'}",3,2010-08-18,2010-08-18,Central,34.0364,-118.2406
329,90014,0416 1218 2004,"{'0416': 'Hit-Hit w/ weapon', '1218': 'Victim was Homeless/Transient', '2004': 'Suspect is homeless/transient'}",3,2010-08-19,2010-08-20,Central,34.0446,-118.2490
330,90015,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-08-19,2010-08-20,Central,34.0395,-118.2656
331,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-08-19,2010-08-20,Central,34.0446,-118.2450
332,90017,0325,{'0325': 'Took merchandise'},1,2010-08-20,2010-08-20,Central,34.0480,-118.2577
333,90014,0416 1202,"{'0416': 'Hit-Hit w/ weapon', '1202': 'Aged (60 & over) or blind/crippled/unable to care for self'}",2,2010-08-20,2010-08-20,Central,34.0423,-118.2452
334,90014,0344 0416 0906,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}",3,2010-08-21,2010-08-21,Central,34.0428,-118.2461
335,90015,0416 0429,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",2,2010-08-22,2010-08-22,Central,34.0457,-118.2665
336,90012,,{'nan': 'Unknown code'},1,2010-08-23,2010-08-23,Central,34.0563,-118.2374
337,90015,0329,{'0329': 'Vandalized'},1,2010-08-23,2010-08-23,Central,34.0347,-118.2645
338,90017,,{'nan': 'Unknown code'},1,2010-08-24,2010-08-25,Central,34.0480,-118.2577
339,90014,2000,{'2000': 'Domestic violence'},1,2010-08-24,2010-08-25,Central,34.0419,-118.2485
340,90013,0334 0342 0344 0355 0370 0416 0420 0429,"{'0334': 'Brandishes weapon', '0342': 'Multi-susps overwhelm', '0344': 'Removes vict property', '0355': 'Demanded property other than money', '0370': 'Frisks victim/pats down victim/searches victim', '0416': 'Hit-Hit w/ weapon', '0420': 'Searched', '0429': 'Vict knocked to ground'}",8,2010-08-24,2010-08-24,Central,34.0480,-118.2438
341,90014,0344 0601 1601 1607,"{'0344': 'Removes vict property', '0601': 'Business', '1601': 'Bodily Force', '1607': 'Pried'}",4,2010-08-27,2010-08-28,Central,34.0408,-118.2511
342,90013,0329 0344 0416,"{'0329': 'Vandalized', '0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon'}",3,2010-09-04,2010-09-04,Central,34.0442,-118.2439
343,90021,0344 0400,"{'0344': 'Removes vict property', '0400': 'Force used'}",2,2010-09-04,2010-09-04,Central,34.0359,-118.2344
344,90014,0400 1212,"{'0400': 'Force used', '1212': 'LA Police Officer'}",2,2010-09-04,2010-09-04,Newton,34.0376,-118.2531
345,90014,0400 1212,"{'0400': 'Force used', '1212': 'LA Police Officer'}",2,2010-09-04,2010-09-04,Newton,34.0369,-118.2522
346,90014,0411 1402,"{'0411': 'Cut/stabbed', '1402': 'Evidence Booked (any crime)'}",2,2010-09-04,2010-09-04,Central,34.0423,-118.2452
347,90015,0400 1402,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",2,2010-09-05,2010-09-05,Central,34.0342,-118.2636
348,90014,0344 0416 0417 0429,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground'}",4,2010-09-05,2010-09-06,Central,34.0423,-118.2452
349,90014,0334 0421,"{'0334': 'Brandishes weapon', '0421': 'Threaten to kill'}",2,2010-09-06,2010-09-07,Central,34.0459,-118.2545
350,90014,0334 0421,"{'0334': 'Brandishes weapon', '0421': 'Threaten to kill'}",2,2010-09-06,2010-09-07,Central,34.0445,-118.2523
351,90013,0400,{'0400': 'Force used'},1,2010-09-08,2010-09-08,Central,34.0485,-118.2447
352,90013,,{'nan': 'Unknown code'},1,2010-09-08,2010-09-09,Central,34.0478,-118.2454
353,90079,0416 0429 2000,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '2000': 'Domestic violence'}",3,2010-09-12,2010-09-12,Central,34.0482,-118.2472
354,90012,0329 1402,"{'0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",2,2010-09-12,2010-09-12,Central,34.0588,-118.2458
355,90015,0344 1402 1609,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)', '1609': 'Smashed'}",3,2010-09-13,2010-09-13,Central,34.0375,-118.2700
356,90014,0344 1402 1607,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)', '1607': 'Pried'}",3,2010-09-12,2010-09-13,Central,34.0467,-118.2556
357,90014,0416 1402,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2010-09-18,2010-09-18,Central,34.0423,-118.2452
358,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-09-18,2010-09-19,Central,34.0488,-118.2518
359,90017,,{'nan': 'Unknown code'},1,2010-09-18,2010-09-18,Central,34.0480,-118.2577
360,90014,0408 0416 0429 2000,"{'0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '2000': 'Domestic violence'}",4,2010-09-17,2010-09-19,Central,34.0460,-118.2509
361,90014,0400 1402 2000,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)', '2000': 'Domestic violence'}",3,2010-09-23,2010-09-23,Central,34.0408,-118.2428
362,90013,1300,{'1300': 'Vehicle involved'},1,2010-09-24,2010-09-25,Central,34.0467,-118.2427
363,90017,0325 9999,"{'0325': 'Took merchandise', '9999': 'Indistinctive MO'}",2,2010-09-24,2010-09-25,Central,34.0480,-118.2577
364,90017,0416 0429,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",2,2010-09-25,2010-09-25,Central,34.0459,-118.2579
365,90014,0400 1300 1310 2000,"{'0400': 'Force used', '1300': 'Vehicle involved', '1310': 'Victim in vehicle', '2000': 'Domestic violence'}",4,2010-09-25,2010-09-25,Central,34.0390,-118.2444
366,90014,0344 1606,"{'0344': 'Removes vict property', '1606': 'Open/unlocked'}",2,2010-09-28,2010-09-29,Central,34.0431,-118.2536
367,90014,0305 0400 0416,"{'0305': 'Attacks from rear', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",3,2010-10-02,2010-10-02,Central,34.0452,-118.2534
368,90079,0344 0431,"{'0344': 'Removes vict property', '0431': 'Sprayed with chemical'}",2,2010-10-04,2010-10-05,Central,34.0488,-118.2483
369,90014,0416,{'0416': 'Hit-Hit w/ weapon'},1,2010-10-09,2010-10-09,Central,34.0446,-118.2450
370,90014,0400 1218 2000 2004,"{'0400': 'Force used', '1218': 'Victim was Homeless/Transient', '2000': 'Domestic violence', '2004': 'Suspect is homeless/transient'}",4,2010-10-10,2010-10-10,Central,34.0408,-118.2511
371,90012,0400,{'0400': 'Force used'},1,2010-10-10,2010-10-10,Central,34.0623,-118.2383
372,90013,0311 0329,"{'0311': 'Graffiti', '0329': 'Vandalized'}",2,2010-10-11,2010-10-11,Central,34.0503,-118.2433
373,90021,0344,{'0344': 'Removes vict property'},1,2010-10-12,2010-10-13,Central,34.0368,-118.2412
374,90014,0416 1243 2000,"{'0416': 'Hit-Hit w/ weapon', '1243': 'Co-habitants', '2000': 'Domestic violence'}",3,2010-10-13,2010-10-13,Central,34.0474,-118.2496
